poblacion,provincia,edad,genero,grupo_edad,vivienda,horario_laboral,experiencia_animales,tiempo_disponible,tipo_animal,devuelto,perfil_adoptante,apto,lat,lon,the_geom,display_name,geocode_resolution
Las Rozas,madrid,32,Hombre,25–34,Piso,Jornada Completa,Alta,<1–2h,perro,no,Adulto experimentado,Sí,40.4942937,-3.867936,POINT(-3.867936 40.4942937),"Las Rozas, Calle San Sebastián, Urbanización El Coto, Las Rozas de Madrid, Comunidad de Madrid, 28231, España",locality
Rivas Vaciamadrid,madrid,30,Hombre,25–34,Piso,Jornada Completa,Baja,2–5h,perro,no,Joven urbano,Sí,40.3536054,-3.5310879,POINT(-3.5310879 40.3536054),"Rivas-Vaciamadrid, Comunidad de Madrid, España",locality
Aldea Del Fresno,madrid,21,Mujer,18–24,Piso,Jornada Completa,Alta,2–5h,perro,no,Joven urbano,Sí,40.3215212,-4.19936,POINT(-4.19936 40.3215212),"Aldea del Fresno, Comunidad de Madrid, 28620, España",locality
Madrid,madrid,53,Hombre,45–54,Piso,Jornada Completa,Media,>5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Bargas,toledo,33,Mujer,25–34,Piso,Turno Rotativo,Alta,2–5h,perro,no,Adulto experimentado,Sí,39.9393212,-4.0201526,POINT(-4.0201526 39.9393212),"Bargas, Toledo, Castilla-La Mancha, 45593, España",locality
El Escorial,madrid,42,Mujer,35–44,Piso,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.5836411,-4.1281427,POINT(-4.1281427 40.5836411),"El Escorial, Comunidad de Madrid, España",locality
Galapagar,madrid,21,Hombre,18–24,Atico,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.5774992,-4.0037748,POINT(-4.0037748 40.5774992),"Galapagar, Comunidad de Madrid, España",locality
Parla,madrid,38,Hombre,35–44,Casa/Chalet,Jornada Completa,Alta,2–5h,perro,si,No apto,No,40.2373952,-3.7718902,POINT(-3.7718902 40.2373952),"Parla, Comunidad de Madrid, España",locality
San Sebastian De Los Reyes,madrid,18,Mujer,18–24,Piso,Jornada Completa,Media,2–5h,perro,si,No apto,No,40.5473698,-3.6260586,POINT(-3.6260586 40.5473698),"San Sebastián de los Reyes, Comunidad de Madrid, España",locality
Madrid,madrid,42,Mujer,35–44,Vivienda compartida,Turno Rotativo,Baja,>5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Toledo,toledo,28,Mujer,25–34,Casa/Chalet,Jornada Parcial (Tarde),Media,2–5h,perro,no,Adulto experimentado,Sí,39.8560679,-4.0239568,POINT(-4.0239568 39.8560679),"Toledo, Castilla-La Mancha, España",locality
Magan,toledo,32,Mujer,25–34,Casa/Chalet,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,39.961848,-3.9308991,POINT(-3.9308991 39.961848),"Magán, Toledo, Castilla-La Mancha, España",locality
Guadalajara,guadalajara,22,Mujer,18–24,Piso,Jornada Completa,Alta,>5h,perro,no,Joven urbano,Sí,40.6326979,-3.1646067,POINT(-3.1646067 40.6326979),"Guadalajara, Castilla-La Mancha, España",locality
Cobeja,toledo,40,Hombre,35–44,Piso,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.0235161,-3.8581058,POINT(-3.8581058 40.0235161),"Cobeja, Toledo, Castilla-La Mancha, 45291, España",locality
Madrid,madrid,57,Hombre,55–64,Piso,Jornada Completa,Baja,2–5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Madrid,madrid,34,Hombre,25–34,Piso,Jornada Parcial (Tarde),Alta,2–5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Alcorcon,madrid,32,Hombre,25–34,Piso,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.3492998,-3.8284295,POINT(-3.8284295 40.3492998),"Alcorcón, Comunidad de Madrid, España",locality
Madrid,madrid,33,Mujer,25–34,Piso,Jornada Parcial (Tarde),Alta,<1–2h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Yepes,toledo,38,Mujer,35–44,Atico,Sin Empleo,Alta,>5h,perro,no,Adulto experimentado,Sí,39.9037704,-3.6240919,POINT(-3.6240919 39.9037704),"Yepes, Toledo, Castilla-La Mancha, 45313, España",locality
Parla,madrid,42,Hombre,35–44,Atico,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.2373952,-3.7718902,POINT(-3.7718902 40.2373952),"Parla, Comunidad de Madrid, España",locality
Recas,toledo,59,Mujer,55–64,Casa/Chalet,Turno Rotativo,Media,2–5h,perro,no,Adulto experimentado,Sí,40.0531375,-3.9902585,POINT(-3.9902585 40.0531375),"Recas, Toledo, Castilla-La Mancha, 45211, España",locality
El Viso De San Juan,toledo,57,Hombre,55–64,Piso,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.1437727,-3.9206116,POINT(-3.9206116 40.1437727),"El Viso de San Juan, Toledo, Castilla-La Mancha, 45215, España",locality
Fuenlabrada,madrid,38,Hombre,35–44,Piso,Jornada Parcial (Tarde),Alta,2–5h,perro,no,Adulto experimentado,Sí,40.282476,-3.7923422,POINT(-3.7923422 40.282476),"Fuenlabrada, Comunidad de Madrid, España",locality
Madrid,madrid,22,Hombre,18–24,Piso,Turno Rotativo,Alta,2–5h,perro,no,Joven urbano,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Madrid,madrid,31,Mujer,25–34,Atico,Jornada Completa,Alta,2–5h,perro,si,No apto,No,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Bargas,toledo,54,Mujer,45–54,Casa/Chalet,Jornada Completa,Alta,>5h,perro,no,Adulto experimentado,Sí,39.9393212,-4.0201526,POINT(-4.0201526 39.9393212),"Bargas, Toledo, Castilla-La Mancha, 45593, España",locality
Barcelona,barcelona,45,Mujer,45–54,Piso,Jornada Completa,Baja,2–5h,perro,no,Adulto experimentado,Sí,41.3825802,2.177073,POINT(2.177073 41.3825802),"Barcelona, Barcelonés, Barcelona, Cataluña, España",locality
Madrid,madrid,59,Hombre,55–64,Vivienda compartida,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Villodas,alava,31,Mujer,25–34,Piso,Jornada Completa,Alta,>5h,perro,no,Adulto experimentado,Sí,42.8325373,-2.7866484,POINT(-2.7866484 42.8325373),"Víllodas, Iruña de Oca, Cuadrilla de Añana, Álava, País Vasco, 01195, España",locality
Pelahustan,toledo,35,Hombre,35–44,Piso,Turno Rotativo,Media,2–5h,perro,no,Adulto experimentado,Sí,40.1766457,-4.5979053,POINT(-4.5979053 40.1766457),"Pelahustán, Toledo, Castilla-La Mancha, 45918, España",locality
Sta.Cruz Retamar,toledo,35,Hombre,35–44,Piso,Sin Empleo,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.1186831,-4.2414455,POINT(-4.2414455 40.1186831),"Santa Cruz del Retamar, Toledo, Castilla-La Mancha, 45513, España",locality
El Viso San Juan,toledo,37,Hombre,35–44,Piso,Jornada Completa,Baja,2–5h,perro,no,Adulto experimentado,Sí,40.1437727,-3.9206116,POINT(-3.9206116 40.1437727),"El Viso de San Juan, Toledo, Castilla-La Mancha, 45215, España",locality
Cerdanyola Del Valles,barcelona,45,Hombre,45–54,Casa/Chalet,Jornada Parcial (Tarde),Baja,<1–2h,perro,no,No apto,No,41.4910324,2.1374969,POINT(2.1374969 41.4910324),"Cerdanyola del Vallés, Vallés Occidental, Barcelona, Cataluña, España",locality
Madrid,madrid,42,Hombre,35–44,Piso,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Madridejos,toledo,43,Mujer,35–44,Casa/Chalet,Sin Empleo,Alta,2–5h,perro,no,Adulto experimentado,Sí,39.4697204,-3.5353737,POINT(-3.5353737 39.4697204),"Madridejos, Toledo, Castilla-La Mancha, España",locality
Almorox,toledo,36,Mujer,35–44,Piso,Jornada Parcial (Manana),Baja,2–5h,perro,no,Adulto experimentado,Sí,40.2330255,-4.3889347,POINT(-4.3889347 40.2330255),"Almorox, Toledo, Castilla-La Mancha, 45900, España",locality
Zaragoza,zaragoza,35,Mujer,35–44,Piso,Jornada Parcial (Manana),Alta,2–5h,perro,no,Adulto experimentado,Sí,41.6521342,-0.8809428,POINT(-0.8809428 41.6521342),"Zaragoza, Aragón, España",locality
Aranjuez,madrid,25,Mujer,25–34,Casa/Chalet,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.03221,-3.6039604,POINT(-3.6039604 40.03221),"Aranjuez, Comunidad de Madrid, 28300, España",locality
No Indica,no indica,43,Hombre,35–44,Piso,Jornada Completa,Alta,>5h,perro,no,Adulto experimentado,Sí,,,nan,nan,locality
Mostoles,madrid,31,Mujer,25–34,Piso,Turno Rotativo,Media,2–5h,perro,no,Adulto experimentado,Sí,40.3238525,-3.8649214,POINT(-3.8649214 40.3238525),"Móstoles, Comunidad de Madrid, España",locality
Arcicollar,toledo,29,Hombre,25–34,Atico,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.0541018,-4.1159804,POINT(-4.1159804 40.0541018),"Arcicóllar, Toledo, Castilla-La Mancha, 45182, España",locality
Madrid,madrid,34,Hombre,25–34,Piso,Turno Rotativo,Media,2–5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Toledo,toledo,32,Mujer,25–34,Casa/Chalet,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,39.8560679,-4.0239568,POINT(-4.0239568 39.8560679),"Toledo, Castilla-La Mancha, España",locality
Boadilla Del Monte,madrid,29,Hombre,25–34,Piso,Turno Rotativo,Alta,2–5h,perro,no,Joven urbano,Sí,40.4053485,-3.8764663,POINT(-3.8764663 40.4053485),"Boadilla del Monte, Comunidad de Madrid, España",locality
No Indica,no indica,49,Hombre,45–54,Piso,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,,,nan,nan,locality
Navalcarnero,madrid,19,Hombre,18–24,Piso,Turno Rotativo,Baja,2–5h,perro,no,Joven urbano,Sí,40.2877169,-4.014299,POINT(-4.014299 40.2877169),"Navalcarnero, Comunidad de Madrid, 28600, España",locality
Pozuelo Alarcon,madrid,34,Hombre,25–34,Vivienda compartida,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.4346528,-3.814834,POINT(-3.814834 40.4346528),"Pozuelo de Alarcón, Comunidad de Madrid, España",locality
Zaragoza,zaragoza,38,Mujer,35–44,Piso,Jornada Parcial (Tarde),Alta,2–5h,perro,no,Adulto experimentado,Sí,41.6521342,-0.8809428,POINT(-0.8809428 41.6521342),"Zaragoza, Aragón, España",locality
Madrid,madrid,26,Mujer,25–34,Piso,Jornada Completa,Baja,<1–2h,perro,no,No apto,No,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Getafe,madrid,37,Mujer,35–44,Piso,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.3070639,-3.7331808,POINT(-3.7331808 40.3070639),"Getafe, Comunidad de Madrid, España",locality
Polan,toledo,28,Mujer,25–34,Casa/Chalet,Jornada Completa,Media,>5h,perro,no,Adulto experimentado,Sí,39.7888594,-4.1667072,POINT(-4.1667072 39.7888594),"Polán, Toledo, Castilla-La Mancha, 45161, España",locality
Madrid,madrid,19,Mujer,18–24,Piso,Jornada Parcial (Manana),Media,2–5h,perro,no,Joven urbano,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Mejorada Del Campo,madrid,57,Hombre,55–64,Atico,Turno Rotativo,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.3971785,-3.4896068,POINT(-3.4896068 40.3971785),"Mejorada del Campo, Comunidad de Madrid, 28840, España",locality
Parla,madrid,38,Mujer,35–44,Piso,Jornada Completa,Alta,>5h,perro,no,Adulto experimentado,Sí,40.2373952,-3.7718902,POINT(-3.7718902 40.2373952),"Parla, Comunidad de Madrid, España",locality
Cabanas De La Sagra,toledo,45,Mujer,45–54,Piso,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.005774,-3.9479133,POINT(-3.9479133 40.005774),"Cabañas de la Sagra, Toledo, Castilla-La Mancha, España",locality
Sin Datos,sin datos,35,Mujer,35–44,Piso,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,,,nan,nan,locality
Malaga,malaga,30,Mujer,25–34,Vivienda compartida,Jornada Parcial (Tarde),Media,<1–2h,perro,no,Adulto experimentado,Sí,36.7213028,-4.4216366,POINT(-4.4216366 36.7213028),"Málaga, Málaga-Costa del Sol, Málaga, Andalucía, España",locality
Errenteria,guipuzcoa,50,Hombre,45–54,Casa/Chalet,Jornada Completa,Alta,2–5h,perro,si,No apto,No,43.3150168,-1.8992856,POINT(-1.8992856 43.3150168),"Rentería, Guipúzcoa, País Vasco, 20100, España",locality
Barcelona,barcelona,24,Hombre,18–24,Piso,Jornada Completa,Media,2–5h,perro,no,Joven urbano,Sí,41.3825802,2.177073,POINT(2.177073 41.3825802),"Barcelona, Barcelonés, Barcelona, Cataluña, España",locality
Paredes De Escalona,toledo,44,Mujer,35–44,Atico,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.2045419,-4.429744,POINT(-4.429744 40.2045419),"Paredes de Escalona, Toledo, Castilla-La Mancha, España",locality
Colmenar Viejo,madrid,27,Hombre,25–34,Piso,Jornada Completa,Media,>5h,perro,no,Joven urbano,Sí,40.6588647,-3.7659022,POINT(-3.7659022 40.6588647),"Colmenar Viejo, Comunidad de Madrid, España",locality
Quero,toledo,23,Mujer,18–24,Vivienda compartida,Jornada Completa,Media,>5h,perro,no,Joven urbano,Sí,39.5100043,-3.2472032,POINT(-3.2472032 39.5100043),"Quero, Toledo, Castilla-La Mancha, España",locality
Castiello De Jaca,huesca,32,Mujer,25–34,Atico,Turno Rotativo,Alta,2–5h,perro,no,Adulto experimentado,Sí,42.6295985,-0.5501548,POINT(-0.5501548 42.6295985),"Castiello de Jaca, La Jacetania, Huesca, Aragón, 22710, España",locality
Madrid,madrid,34,Mujer,25–34,Piso,Sin Empleo,Alta,2–5h,perro,si,No apto,No,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Madrid,madrid,28,Mujer,25–34,Piso,Turno Rotativo,Alta,>5h,perro,no,Joven urbano,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Mostoles,madrid,37,Mujer,35–44,Piso,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.3238525,-3.8649214,POINT(-3.8649214 40.3238525),"Móstoles, Comunidad de Madrid, España",locality
Cazalegas,toledo,24,Mujer,18–24,Atico,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.0099432,-4.6772621,POINT(-4.6772621 40.0099432),"Cazalegas, Toledo, Castilla-La Mancha, 45683, España",locality
No Indica,no indica,58,Mujer,55–64,Vivienda compartida,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,,,nan,nan,locality
Chapineria,madrid,29,Hombre,25–34,Atico,Jornada Parcial (Tarde),Alta,<1–2h,perro,si,No apto,No,40.379164,-4.2097254,POINT(-4.2097254 40.379164),"Chapinería, Comunidad de Madrid, 28694, España",locality
No Indica,no indica,44,Hombre,35–44,Casa/Chalet,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,,,nan,nan,locality
Zarzalejo,madrid,26,Mujer,25–34,Piso,Jornada Parcial (Tarde),Alta,>5h,perro,no,Joven urbano,Sí,40.5483016,-4.1815899,POINT(-4.1815899 40.5483016),"Zarzalejo, Comunidad de Madrid, España",locality
Barcelona,barcelona,43,Hombre,35–44,Casa/Chalet,Jornada Parcial (Tarde),Alta,<1–2h,perro,no,Adulto experimentado,Sí,41.3825802,2.177073,POINT(2.177073 41.3825802),"Barcelona, Barcelonés, Barcelona, Cataluña, España",locality
No Indica,no indica,43,Hombre,35–44,Casa/Chalet,Jornada Completa,Alta,<1–2h,perro,no,Adulto experimentado,Sí,,,nan,nan,locality
Madrid,madrid,38,Hombre,35–44,Piso,Jornada Completa,Media,2–5h,perro,si,No apto,No,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Huarte,navarra,22,Mujer,18–24,Piso,Jornada Completa,Alta,2–5h,perro,no,Joven urbano,Sí,42.8313514,-1.590407,POINT(-1.590407 42.8313514),"Huarte, Comarca de Pamplona, Navarra, 31620, España",locality
Fuenlabrada,madrid,30,Hombre,25–34,Piso,Jornada Completa,Alta,<1–2h,perro,no,Adulto experimentado,Sí,40.282476,-3.7923422,POINT(-3.7923422 40.282476),"Fuenlabrada, Comunidad de Madrid, España",locality
Salamanca,salamanca,28,Hombre,25–34,Casa/Chalet,Sin Empleo,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.9651572,-5.6640182,POINT(-5.6640182 40.9651572),"Salamanca, Castilla y León, España",locality
Alcobendas,madrid,40,Mujer,35–44,Piso,Turno Rotativo,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.5400082,-3.6358494,POINT(-3.6358494 40.5400082),"Alcobendas, Comunidad de Madrid, España",locality
Ocana,toledo,41,Mujer,35–44,Casa/Chalet,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,39.9586665,-3.5007717,POINT(-3.5007717 39.9586665),"Ocaña, Toledo, Castilla-La Mancha, 45300, España",locality
Parla,madrid,42,Hombre,35–44,Piso,Jornada Parcial (Tarde),Alta,2–5h,perro,no,Adulto experimentado,Sí,40.2373952,-3.7718902,POINT(-3.7718902 40.2373952),"Parla, Comunidad de Madrid, España",locality
Sesena,toledo,41,Hombre,35–44,Piso,Sin Empleo,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.1048269,-3.6963093,POINT(-3.6963093 40.1048269),"Seseña, Toledo, Castilla-La Mancha, España",locality
Barcelona,barcelona,39,Mujer,35–44,Vivienda compartida,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,41.3825802,2.177073,POINT(2.177073 41.3825802),"Barcelona, Barcelonés, Barcelona, Cataluña, España",locality
Bilbao,bilbao,57,Mujer,55–64,Piso,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,43.2684285,-2.9340613,POINT(-2.9340613 43.2684285),"Museo Guggenheim Bilbao, 2, Lehendakari Leizaola Kalea, Indauchu, Abando, Bilbao, Vizcaya, País Vasco, 48009, España",locality
Madrid,madrid,25,Mujer,25–34,Piso,Jornada Completa,Alta,>5h,perro,no,Joven urbano,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
No Indica,no indica,28,Hombre,25–34,Piso,Sin Empleo,Alta,2–5h,perro,no,Joven urbano,Sí,,,nan,nan,locality
Badalona,badalona,39,Mujer,35–44,Casa/Chalet,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,41.4457071,2.2491007,POINT(2.2491007 41.4457071),"Badalona, Plaça de Roca i Pi, Centre, Districte 1, Badalona, Barcelonés, Barcelona, Cataluña, 08911, España",locality
Sarriguren,pamplona,23,Hombre,18–24,Piso,Jornada Parcial (Manana),Media,<1–2h,perro,no,Adulto experimentado,Sí,42.8105858,-1.5926872,POINT(-1.5926872 42.8105858),"Sarriguren, Valle de Egüés, Comarca de Pamplona, Navarra, 31621, España",locality
Yuncos,toledo,57,Hombre,55–64,Atico,Jornada Parcial (Manana),Baja,2–5h,perro,no,Adulto experimentado,Sí,40.0871868,-3.8735226,POINT(-3.8735226 40.0871868),"Yuncos, Toledo, Castilla-La Mancha, 45210, España",locality
Puebla De Almoradiel,toledo,33,Mujer,25–34,Piso,Turno Rotativo,Baja,<1–2h,perro,no,No apto,No,39.5982659,-3.1186131,POINT(-3.1186131 39.5982659),"La Puebla de Almoradiel, Toledo, Castilla-La Mancha, 45840, España",locality
Artajona,navarra,50,Mujer,45–54,Piso,Jornada Completa,Media,2–5h,perro,si,No apto,No,42.5916683,-1.7653411,POINT(-1.7653411 42.5916683),"Cerco de Artajona, Calle San Saturnino, Artaxoa, Artajona, Valdizarbe-Novenera, Navarra, 31140, España",locality
